x,y,w,h,l
741.7225483130683,57.25858893144948,2.0327565670013428,1.6493593454360962,4.855708599090576
707.1318444454877,61.02773697077663,1.8508483171463013,1.6171095371246338,3.987684965133667
668.7806545911503,57.72674585010168,2.006814479827881,1.5248334407806396,4.513522624969482
595.7292496350062,57.809809498409265,2.128324270248413,1.5107464790344238,4.901683330535889
556.0347394787849,60.475021104345956,2.0384011268615723,1.5421181917190552,4.974244117736816
522.5127474770434,57.535333303366315,2.0327565670013428,1.6493593454360962,4.855708599090576
584.5723067640231,93.50530026029446,2.069315195083618,2.0377919673919678,4.4804368019104
542.4899935370695,84.38559865970069,1.970275640487671,1.4750301837921143,3.805800199508667
452.35654821000924,126.38402633418747,2.0384011268615723,1.5421181917190552,4.974244117736816
467.4511669151257,190.4397917891145,2.8910882472991943,3.8274123668670654,8.46804141998291
513.5829625822728,301.61234287695754,2.1499669551849365,2.045147180557251,5.565828800201416
522.8086520875422,115.02817313776964,3.9441518783569336,4.252848148345947,10.272685050964355
326.1407813014014,243.98292023662992,1.8816219568252563,1.5347249507904053,5.0078253746032715
23.88838543015345,526.0059452133083,1.8161858320236206,1.4738311767578125,4.1928300857543945
